Subject,Block,sequence,stimulus.ACC,stimulus.CRESP,stimulus.RT
21,55,CBA,1,1,947
21,56,ABA,1,4,947
21,57,ABA,1,5,984
21,58,CBA,1,2,858
21,59,CBA,1,2,474
21,60,ABA,1,5,853
21,61,CBA,1,1,1354
21,62,CBA,1,5,729
21,63,ABA,1,5,873
21,64,CBA,1,4,940
21,65,ABA,1,1,574
21,66,CBA,1,1,442
21,67,CBA,1,4,792
21,68,CBA,1,5,907
21,69,CBA,1,5,436
21,70,ABA,0,4,1016
21,71,ABA,1,5,536
21,72,CBA,1,2,999
21,73,CBA,1,1,895
21,74,CBA,1,2,893
21,75,ABA,1,5,1090
21,76,ABA,1,2,505
21,77,CBA,1,1,668
21,78,ABA,1,2,579
21,79,CBA,1,4,929
21,80,CBA,1,1,508
21,81,ABA,1,2,602
21,82,ABA,1,4,838
21,83,CBA,1,2,542
21,84,CBA,1,4,697
21,85,CBA,1,1,590
21,86,ABA,1,5,609
21,87,CBA,1,1,624
21,88,CBA,1,2,711
21,89,ABA,1,5,478
21,90,ABA,1,1,559
21,91,CBA,1,4,682
21,92,CBA,1,4,753
21,93,CBA,1,2,710
21,94,ABA,1,4,961
21,95,ABA,1,4,658
21,96,CBA,1,5,630
21,97,ABA,1,5,700
21,98,CBA,1,2,560
21,99,CBA,1,4,852
21,100,ABA,1,4,525
21,101,CBA,1,1,703
21,102,ABA,1,5,566
21,103,ABA,1,1,1119
21,104,CBA,1,2,1015
21,105,CBA,1,2,504
21,106,CBA,1,5,1521
21,107,CBA,1,2,1044
21,108,CBA,1,2,437
21,109,ABA,0,2,1296
21,110,CBA,1,2,768
21,111,CBA,1,5,434
21,112,CBA,1,4,550
21,113,CBA,1,2,908
21,114,CBA,1,5,550
21,115,ABA,1,1,1242
21,116,ABA,1,4,465
21,117,CBA,1,5,912
21,118,ABA,1,5,1286
21,119,ABA,1,1,584
21,120,ABA,1,1,993
21,121,ABA,1,2,588
21,122,CBA,1,2,773
21,123,CBA,1,1,556
21,124,CBA,1,2,522
21,125,ABA,1,1,530
21,126,CBA,1,1,954
21,127,CBA,1,4,471
21,128,CBA,1,4,456
21,129,CBA,1,4,904
21,130,CBA,1,1,1081
21,131,CBA,1,5,487
21,132,ABA,1,4,461
21,133,CBA,0,5,731
21,134,CBA,1,4,1252
21,135,ABA,0,1,449
21,136,CBA,1,1,745
21,137,CBA,1,2,468
21,138,ABA,1,4,909
21,139,ABA,1,5,462
21,140,ABA,1,5,846
21,141,CBA,1,2,507
21,142,CBA,1,1,554
21,143,CBA,1,1,551
21,144,CBA,1,5,560
21,145,CBA,1,5,503
21,146,ABA,1,1,905
21,147,ABA,1,2,485
21,148,ABA,1,2,692
21,149,ABA,1,5,532
21,150,CBA,1,1,698
21,151,ABA,1,4,1587
21,152,ABA,1,4,570
21,153,ABA,1,4,497
21,154,ABA,1,2,810
21,155,CBA,1,2,544
21,156,ABA,1,4,981
21,157,ABA,1,1,1017
21,158,CBA,1,1,827
21,159,ABA,1,1,1632
21,160,ABA,1,5,542
21,161,ABA,1,5,837
21,162,ABA,1,2,687
21,163,ABA,1,5,840
21,164,CBA,1,1,616
21,165,CBA,1,1,496
21,166,CBA,1,2,592
21,167,CBA,1,2,511
21,168,ABA,1,4,692
21,169,ABA,1,1,834
21,170,ABA,1,2,1145
21,171,ABA,1,2,523
21,172,CBA,1,4,915
21,173,ABA,1,5,1938
21,174,ABA,1,5,424
21,175,ABA,1,4,532
21,176,ABA,1,1,803
21,177,ABA,1,2,592
21,178,ABA,1,2,510
21,179,ABA,1,5,785
21,180,ABA,1,1,463
21,181,ABA,1,5,1703
21,182,ABA,1,5,477
21,183,CBA,1,1,1128
21,184,ABA,1,5,859
21,185,CBA,1,1,838
21,186,CBA,1,2,546
21,187,CBA,1,1,504
21,188,CBA,1,5,528
21,189,CBA,1,1,593
21,190,ABA,1,4,997
21,191,ABA,1,4,683
21,192,ABA,1,4,1277
21,193,ABA,0,4,744
21,194,CBA,1,5,1946
21,195,ABA,1,2,2074
21,196,ABA,1,5,973
21,197,CBA,0,2,1279
21,198,ABA,1,5,794
21,199,ABA,1,4,1278
21,200,ABA,1,2,576
21,201,ABA,1,1,1077
21,202,ABA,1,4,1719
21,203,ABA,1,2,812
21,204,CBA,1,2,1098
21,205,CBA,1,1,997
21,206,CBA,1,5,888
21,207,CBA,1,4,931
21,208,ABA,1,1,1777
21,209,ABA,1,4,1126
21,210,CBA,1,2,1427
21,211,ABA,1,4,1853
21,212,ABA,1,4,456
21,213,ABA,1,2,942
21,214,ABA,1,4,523
21,215,ABA,1,2,998
21,216,ABA,1,2,526
21,217,CBA,1,5,876
21,218,CBA,1,1,830
21,219,ABA,1,2,757
21,220,CBA,1,1,543
21,221,CBA,1,5,773
21,222,ABA,1,1,500
21,223,CBA,1,1,1181
21,224,ABA,1,2,1069
21,225,CBA,1,5,1691
21,226,ABA,1,1,464
21,227,ABA,1,2,511
21,228,CBA,1,5,518
21,229,ABA,1,1,1852
21,230,CBA,1,5,506
21,231,ABA,0,5,695
21,232,CBA,1,5,3508
21,233,ABA,1,2,969
21,234,ABA,1,1,687
21,235,ABA,1,1,1941
21,236,CBA,1,4,492
21,237,CBA,1,1,780
21,238,CBA,1,5,893
21,239,ABA,1,2,946
21,240,ABA,1,4,1058
21,241,ABA,1,4,937
21,242,CBA,1,5,449
21,243,CBA,1,5,1119
21,244,ABA,1,4,522
21,245,ABA,1,1,624
21,246,ABA,1,5,598
21,247,CBA,1,2,508
21,248,CBA,1,2,794
21,249,CBA,1,5,403
21,250,CBA,1,4,496
21,251,CBA,1,2,562
21,252,ABA,1,1,617
21,253,ABA,1,1,905
21,254,CBA,1,2,871
21,255,ABA,1,1,1336
21,256,ABA,1,2,491
21,257,CBA,1,2,580
21,258,ABA,1,1,614
21,259,ABA,1,4,619
21,260,ABA,1,2,572
21,261,ABA,1,5,725
21,262,ABA,1,4,764
21,263,ABA,1,5,571
21,264,ABA,1,1,501
21,265,ABA,1,5,435
21,266,CBA,1,4,902
21,267,ABA,1,5,2224
21,268,CBA,1,5,732
21,269,CBA,1,2,856
21,270,ABA,1,5,434
21,271,ABA,1,5,805
21,272,ABA,1,1,579
21,273,CBA,1,1,510
21,274,ABA,1,5,508
21,275,ABA,1,4,888
21,276,ABA,1,4,554
21,277,ABA,1,1,773
21,278,CBA,1,5,993
21,279,ABA,1,1,1175
21,280,CBA,0,5,544
21,281,CBA,1,5,1548
21,282,ABA,1,1,628
21,283,CBA,1,2,547
21,284,CBA,1,4,764
21,285,CBA,1,4,559
21,286,CBA,1,2,944
21,287,ABA,1,2,479
21,288,ABA,0,2,775
21,289,ABA,1,2,1113
21,290,ABA,1,1,2575
21,291,CBA,1,5,2171
21,292,ABA,0,2,819
21,293,ABA,1,5,2217
21,294,ABA,1,1,984
21,295,ABA,1,1,664
21,296,CBA,1,2,495
21,297,ABA,1,1,827
21,298,ABA,1,5,467
21,299,CBA,1,5,588
21,300,ABA,1,2,754
21,301,CBA,1,2,1219
21,302,CBA,1,5,559
21,303,ABA,1,4,772
21,304,CBA,1,2,478
21,305,CBA,1,1,1983
21,306,CBA,1,1,1317
21,307,CBA,1,1,501
21,308,ABA,1,5,1443
21,309,CBA,1,2,593
21,310,ABA,1,4,1071
21,311,CBA,1,4,568
21,312,CBA,1,4,1896
21,313,CBA,1,5,830
21,314,ABA,1,5,1218
21,315,CBA,1,2,601
21,316,CBA,1,5,831
21,317,CBA,1,4,941
21,318,CBA,1,2,536
21,319,ABA,1,4,819
21,320,ABA,1,1,786
21,321,ABA,1,4,942
21,322,CBA,1,4,664
21,323,CBA,1,4,1032
21,324,ABA,1,2,929
21,325,CBA,1,5,854
21,326,CBA,1,5,762
21,327,ABA,1,2,783
21,328,CBA,1,5,1207
21,329,ABA,1,2,1697
21,330,ABA,1,5,601
21,331,CBA,1,5,942
21,332,ABA,1,5,835
21,333,ABA,1,5,1143
21,334,ABA,1,5,2550
21,335,ABA,1,4,1242
21,336,CBA,1,5,1904
21,337,ABA,1,4,598
21,338,ABA,1,1,1217
21,339,ABA,1,2,835
21,340,CBA,1,5,828
21,341,ABA,1,2,1609
21,342,ABA,1,2,594
21,343,CBA,1,5,1332
21,344,CBA,1,2,508
21,345,ABA,1,2,554
21,346,ABA,1,2,508
21,347,CBA,1,5,584
21,348,ABA,1,1,523
21,349,ABA,0,1,582
21,350,ABA,1,2,1438
21,351,CBA,1,5,1061
21,352,CBA,1,4,601
21,353,ABA,1,4,1139
21,354,CBA,1,1,479
21,355,CBA,1,1,578
21,356,ABA,1,4,1149
21,357,CBA,1,2,996
21,358,CBA,1,5,890
21,359,ABA,1,1,1603
21,360,ABA,1,5,1967
22,1,CBA,1,2,2301
22,2,ABA,1,2,2062
22,3,ABA,1,2,1761
22,4,ABA,1,4,1759
22,5,ABA,1,2,1258
22,6,CBA,1,4,1854
22,7,CBA,1,5,3105
22,8,ABA,1,1,1812
22,9,ABA,1,5,1415
22,10,CBA,1,2,1057
22,11,CBA,1,1,1482
22,12,ABA,1,2,1871
22,13,ABA,1,4,2101
22,14,ABA,1,5,1211
22,15,CBA,1,5,1903
22,16,CBA,1,5,1609
22,17,CBA,1,5,1412
22,18,ABA,1,4,1552
22,19,ABA,1,5,2360
22,20,ABA,1,2,2317
22,21,ABA,1,1,1160
22,22,ABA,1,5,880
22,23,CBA,1,5,1604
22,24,CBA,1,4,1631
22,25,ABA,1,5,913
22,26,CBA,1,1,1629
22,27,ABA,1,2,1805
22,28,CBA,1,1,1073
22,29,ABA,1,1,1177
22,30,ABA,1,1,1218
22,31,ABA,1,1,1315
22,32,ABA,1,4,1886
22,33,ABA,1,4,3282
22,34,ABA,1,1,956
22,35,CBA,1,1,1076
22,36,CBA,1,4,1825
22,37,CBA,1,4,1158
22,38,ABA,1,4,988
22,39,ABA,1,1,2272
22,40,ABA,1,5,3185
22,41,CBA,1,5,1423
22,42,ABA,1,5,1595
22,43,ABA,0,1,1581
22,44,CBA,1,1,2318
22,45,ABA,1,2,1950
22,46,CBA,1,1,766
22,47,ABA,1,5,1813
22,48,CBA,1,2,1285
22,49,CBA,1,1,2154
22,50,CBA,1,2,1467
22,51,CBA,1,1,883
22,52,CBA,1,2,842
22,53,ABA,1,4,986
22,54,ABA,1,2,1066
22,55,CBA,1,5,1610
22,56,ABA,1,4,998
22,57,ABA,1,2,1695
22,58,ABA,1,1,823
22,59,CBA,1,5,827
22,60,CBA,1,2,2385
22,61,ABA,0,4,1710
22,62,ABA,1,4,1031
22,63,ABA,1,5,1190
22,64,CBA,0,5,1783
22,65,CBA,1,2,3672
22,66,ABA,1,2,1328
22,67,ABA,1,4,1907
22,68,CBA,1,1,890
22,69,CBA,1,2,951
22,70,ABA,1,4,2329
22,71,ABA,1,2,989
22,72,CBA,1,2,1117
22,73,CBA,1,1,1326
22,74,CBA,1,1,1023
22,75,ABA,1,4,880
22,76,CBA,1,2,1224
22,77,CBA,1,2,2055
22,78,ABA,1,4,1094
22,79,ABA,1,5,1093
22,80,ABA,1,2,1436
22,81,ABA,1,5,958
22,82,CBA,1,4,891
22,83,ABA,1,4,1040
22,84,ABA,1,2,1156
22,85,CBA,1,5,881
22,86,CBA,1,4,722
22,87,ABA,1,1,1690
22,88,ABA,1,5,598
22,89,ABA,0,2,2065
22,90,CBA,1,5,1288
22,91,CBA,1,1,1657
22,92,CBA,1,2,1669
22,93,CBA,1,1,575
22,94,ABA,0,1,701
22,95,ABA,1,5,4087
22,96,CBA,1,4,2857
22,97,CBA,1,1,2565
22,98,CBA,1,5,1223
22,99,ABA,1,2,1897
22,100,ABA,1,5,1414
22,101,CBA,1,1,909
22,102,ABA,1,2,849
22,103,CBA,1,4,811
22,104,CBA,1,1,790
22,105,CBA,1,5,910
22,106,CBA,1,4,1084
22,107,CBA,1,5,805
22,108,CBA,1,5,1197
22,109,CBA,1,5,1280
22,110,ABA,1,4,1601
22,111,ABA,1,2,1161
22,112,CBA,1,1,727
22,113,CBA,1,4,970
22,114,CBA,1,5,1872
22,115,ABA,1,4,707
22,116,ABA,1,1,1593
22,117,ABA,1,5,613
22,118,CBA,1,2,860
22,119,CBA,1,4,1250
22,120,ABA,1,1,821
22,121,CBA,1,1,1303
22,122,CBA,1,5,929
22,123,CBA,1,2,1205
22,124,ABA,1,2,960
22,125,CBA,1,1,677
22,126,CBA,1,2,884
22,127,ABA,1,5,2624
22,128,ABA,1,4,736
22,129,ABA,1,1,765
22,130,ABA,1,4,2533
22,131,ABA,1,5,1700
22,132,CBA,1,5,714
22,133,ABA,1,2,2112
22,134,CBA,1,4,1041
22,135,CBA,1,5,596
22,136,ABA,1,1,1043
22,137,ABA,1,5,934
22,138,CBA,1,2,677
22,139,ABA,1,4,2161
22,140,ABA,1,5,792
22,141,CBA,1,5,1085
22,142,ABA,1,4,780
22,143,CBA,1,2,769
22,144,ABA,1,1,731
22,145,CBA,1,2,757
22,146,ABA,1,1,1026
22,147,ABA,1,5,1392
22,148,ABA,1,4,642
22,149,CBA,1,5,707
22,150,CBA,1,1,1636
22,151,CBA,1,2,595
22,152,CBA,1,1,1523
22,153,CBA,1,4,1009
22,154,ABA,1,4,1403
22,155,ABA,1,1,950
22,156,CBA,1,2,1010
22,157,CBA,1,2,887
22,158,ABA,1,4,805
22,159,ABA,1,2,1127
22,160,ABA,1,1,929
22,161,CBA,1,4,759
22,162,ABA,1,1,840
22,163,ABA,1,5,692
22,164,CBA,1,2,627
22,165,CBA,0,2,632
22,166,ABA,1,4,1691
22,167,CBA,1,5,1078
22,168,ABA,1,1,1352
22,169,CBA,1,4,764
22,170,CBA,1,1,777
22,171,ABA,1,4,1347
22,172,CBA,1,4,1126
22,173,ABA,1,5,2520
22,174,ABA,1,1,1878
22,175,CBA,1,4,584
22,176,ABA,1,2,1360
22,177,ABA,1,1,572
22,178,CBA,1,1,651
22,179,CBA,1,2,1670
22,180,ABA,1,1,527
22,181,ABA,1,5,854
22,182,ABA,1,1,692
22,183,CBA,1,4,667
22,184,ABA,1,1,836
22,185,CBA,1,1,1580
22,186,ABA,1,5,1024
22,187,ABA,1,1,963
22,188,ABA,1,1,858
22,189,CBA,1,4,650
22,190,CBA,1,5,699
22,191,CBA,1,4,2680
22,192,CBA,1,5,564
22,193,ABA,1,5,1834
22,194,CBA,1,5,780
22,195,ABA,1,1,624
22,196,ABA,1,5,590
22,197,ABA,1,1,894
22,198,ABA,1,1,1570
22,199,CBA,1,5,540
22,200,CBA,1,1,1049
22,201,ABA,1,5,1157
22,202,ABA,1,5,1110
22,203,CBA,1,2,629
22,204,ABA,1,1,1220
22,205,CBA,1,2,1067
22,206,ABA,1,5,1111
22,207,ABA,1,1,759
22,208,CBA,1,1,1338
22,209,ABA,1,4,2832
22,210,CBA,1,2,1237
22,211,ABA,1,5,593
22,212,ABA,1,4,1038
22,213,ABA,1,5,539
22,214,CBA,1,1,654
22,215,CBA,1,4,719
22,216,CBA,1,5,792
22,217,CBA,1,2,1148
22,218,ABA,1,5,601
22,219,ABA,1,2,1538
22,220,ABA,1,4,1153
22,221,ABA,1,2,1262
22,222,ABA,1,4,715
22,223,CBA,1,5,748
22,224,ABA,1,4,846
22,225,ABA,1,2,1011
22,226,ABA,1,2,871
22,227,CBA,1,5,650
22,228,CBA,1,4,684
22,229,ABA,1,2,1421
22,230,CBA,1,4,581
22,231,ABA,1,1,2029
22,232,ABA,1,5,597
22,233,CBA,1,4,624
22,234,CBA,1,5,1647
22,235,ABA,1,4,612
22,236,ABA,1,5,537
22,237,ABA,1,5,1148
22,238,ABA,1,4,3583
22,239,CBA,1,1,824
22,240,ABA,1,1,1325
22,241,ABA,1,4,1078
22,242,CBA,1,1,676
22,243,ABA,1,5,883
22,244,ABA,1,5,927
22,245,ABA,1,4,671
22,246,ABA,1,1,3058
22,247,ABA,1,4,544
22,248,CBA,1,5,1064
22,249,CBA,1,4,1163
22,250,CBA,1,5,545
22,251,ABA,1,5,1183
22,252,CBA,1,4,810
22,253,CBA,1,4,489
22,254,CBA,1,5,694
22,255,CBA,1,1,1252
22,256,CBA,1,1,3923
22,257,ABA,1,2,683
22,258,CBA,0,2,517
22,259,ABA,1,4,1475
22,260,ABA,1,2,647
22,261,CBA,1,1,584
22,262,CBA,1,5,1941
22,263,ABA,1,1,491
22,264,ABA,0,1,1129
22,265,ABA,0,4,1576
22,266,CBA,1,1,5430
22,267,ABA,1,2,728
22,268,CBA,1,4,3121
22,269,CBA,1,1,933
22,270,ABA,1,2,952
22,271,ABA,1,5,690
22,272,CBA,1,2,798
22,273,CBA,1,2,1301
22,274,CBA,1,4,713
22,275,CBA,1,4,702
22,276,CBA,1,5,1400
22,277,ABA,1,1,565
22,278,ABA,1,5,1393
22,279,ABA,1,1,504
22,280,ABA,1,1,2201
22,281,ABA,1,5,634
22,282,CBA,1,1,549
22,283,CBA,1,4,1063
22,284,ABA,1,4,1066
22,285,CBA,1,1,637
22,286,CBA,1,4,2522
22,287,ABA,1,1,1018
22,288,CBA,1,2,1035
22,289,ABA,1,5,650
22,290,ABA,1,5,1592
22,291,CBA,1,5,1368
22,292,CBA,1,4,2753
22,293,CBA,1,5,624
22,294,ABA,1,1,3353
22,295,ABA,1,2,477
22,296,CBA,1,5,678
22,297,ABA,1,5,780
22,298,CBA,1,1,615
22,299,CBA,1,5,697
22,300,ABA,1,1,1196
22,301,ABA,1,2,2157
22,302,ABA,1,5,513
22,303,ABA,1,5,1030
22,304,CBA,1,2,1661
22,305,ABA,1,1,1442
22,306,ABA,1,5,619
22,307,CBA,1,1,509
22,308,CBA,1,1,1499
22,309,ABA,1,1,518
22,310,CBA,1,5,556
22,311,ABA,1,1,1953
22,312,CBA,1,2,743
22,313,CBA,1,1,791
22,314,CBA,1,1,681
22,315,ABA,1,2,1187
22,316,CBA,1,5,904
22,317,CBA,1,1,540
22,318,ABA,1,2,1280
22,319,CBA,1,1,503
22,320,CBA,1,5,1074
22,321,ABA,1,4,890
22,322,ABA,1,1,531
22,323,CBA,1,4,1997
22,324,CBA,1,5,500
22,325,ABA,1,1,730
22,326,ABA,1,4,653
22,327,CBA,1,2,569
22,328,CBA,1,2,1013
22,329,ABA,1,2,1610
22,330,CBA,1,2,636
22,331,CBA,1,5,1074
22,332,ABA,1,4,647
22,333,ABA,1,2,985
22,334,ABA,1,2,966
22,335,ABA,1,1,1194
22,336,ABA,1,5,665
22,337,CBA,1,2,668
22,338,ABA,1,1,1620
22,339,ABA,1,4,783
22,340,CBA,1,2,680
22,341,CBA,1,2,1556
22,342,CBA,1,1,2434
22,343,ABA,1,5,482
22,344,ABA,1,4,1932
22,345,ABA,1,2,476
22,346,ABA,1,4,529
22,347,ABA,1,1,542
22,348,ABA,1,1,1143
22,349,CBA,1,1,1029
22,350,ABA,1,1,884
22,351,CBA,1,5,570
22,352,CBA,1,4,870
22,353,CBA,1,1,1042
22,354,CBA,1,1,619
22,355,CBA,1,4,874
22,356,CBA,1,2,618
22,357,CBA,1,5,557
22,358,CBA,1,1,684
22,359,CBA,1,5,956
22,360,ABA,1,4,1631
23,1,CBA,1,5,721
23,2,ABA,1,4,635
23,3,ABA,1,4,911
23,4,CBA,1,2,710
23,5,CBA,1,4,985
23,6,ABA,1,4,1356
23,7,ABA,1,1,1435
23,8,CBA,1,4,511
23,9,ABA,1,1,960
23,10,ABA,1,1,1574
23,11,ABA,1,1,1042
23,12,CBA,1,4,690
23,13,CBA,1,2,619
23,14,CBA,1,5,792
23,15,CBA,1,1,724
23,16,CBA,1,1,900
23,17,CBA,1,1,1191
23,18,ABA,1,2,630
23,19,CBA,1,4,751
23,20,ABA,1,2,1255
23,21,CBA,1,5,1231
23,22,ABA,1,4,606
23,23,CBA,1,2,1152
23,24,ABA,1,4,1224
23,25,ABA,1,4,1306
23,26,ABA,1,1,623
23,27,ABA,0,2,1603
23,28,CBA,1,2,967
23,29,CBA,1,2,721
23,30,ABA,1,1,1141
23,31,ABA,1,4,670
23,32,ABA,1,1,822
23,33,CBA,1,1,573
23,34,CBA,1,1,1236
23,35,ABA,1,2,960
23,36,ABA,1,5,640
23,37,ABA,1,1,744
23,38,ABA,1,2,585
23,39,CBA,1,4,636
23,40,CBA,1,5,997
23,41,ABA,1,4,728
23,42,ABA,1,1,1064
23,43,CBA,1,1,652
23,44,CBA,1,2,908
23,45,ABA,1,1,824
23,46,ABA,1,4,1174
23,47,CBA,1,2,979
23,48,ABA,1,2,721
23,49,CBA,1,2,743
23,50,ABA,1,2,985
23,51,CBA,1,4,932
23,52,ABA,1,4,1017
23,53,CBA,1,1,838
23,54,ABA,1,4,677
23,55,ABA,1,1,636
23,56,ABA,1,4,744
23,57,CBA,1,4,753
23,58,CBA,1,1,636
23,59,CBA,1,2,807
23,60,ABA,1,4,720
23,61,ABA,1,5,992
23,62,ABA,1,1,627
23,63,CBA,1,1,649
23,64,ABA,1,1,698
23,65,CBA,1,4,573
23,66,CBA,1,4,1532
23,67,CBA,1,2,580
23,68,ABA,1,5,1986
23,69,CBA,1,1,967
23,70,ABA,1,2,657
23,71,CBA,1,4,606
23,72,ABA,1,5,1621
23,73,CBA,1,2,1176
23,74,CBA,1,2,577
23,75,CBA,1,4,1066
23,76,CBA,1,5,1017
23,77,CBA,1,4,869
23,78,ABA,1,1,1143
23,79,ABA,1,2,706
23,80,ABA,1,2,1156
23,81,ABA,1,4,714
23,82,ABA,1,1,946
23,83,CBA,1,1,2020
23,84,CBA,1,4,749
23,85,ABA,1,5,1229
23,86,ABA,1,4,657
23,87,CBA,1,2,764
23,88,ABA,1,1,767
23,89,ABA,1,4,845
23,90,CBA,1,2,591
23,91,CBA,1,5,1394
23,92,CBA,1,4,723
23,93,CBA,1,2,533
23,94,ABA,1,4,668
23,95,CBA,1,4,571
23,96,ABA,1,4,1488
23,97,CBA,1,2,527
23,98,ABA,1,5,1541
23,99,CBA,1,2,698
23,100,ABA,1,2,1302
23,101,CBA,1,1,654
23,102,CBA,1,5,773
23,103,ABA,1,5,1815
23,104,CBA,1,1,827
23,105,CBA,1,1,584
23,106,CBA,1,1,705
23,107,ABA,1,1,691
23,108,ABA,1,2,814
23,109,ABA,1,2,617
23,110,ABA,1,2,708
23,111,CBA,1,2,853
23,112,ABA,1,5,1282
23,113,CBA,1,4,688
23,114,CBA,1,5,1188
23,115,CBA,1,2,671
23,116,CBA,1,2,648
23,117,ABA,1,4,910
23,118,ABA,1,5,661
23,119,ABA,1,5,1358
23,120,ABA,1,4,603
23,121,CBA,1,2,696
23,122,CBA,1,5,744
23,123,ABA,0,5,727
23,124,CBA,1,4,681
23,125,ABA,1,4,845
23,126,ABA,1,5,642
23,127,ABA,1,4,818
23,128,CBA,1,5,708
23,129,CBA,1,4,551
23,130,ABA,1,4,1282
23,131,ABA,1,5,642
23,132,CBA,1,2,651
23,133,CBA,1,2,853
23,134,CBA,1,5,713
23,135,CBA,1,4,761
23,136,ABA,1,4,985
23,137,CBA,1,1,601
23,138,ABA,1,1,596
23,139,CBA,1,1,657
23,140,ABA,1,5,856
23,141,CBA,1,4,786
23,142,ABA,1,1,544
23,143,ABA,1,2,1463
23,144,CBA,1,5,907
23,145,CBA,1,2,535
23,146,ABA,1,2,1183
23,147,ABA,1,1,2056
23,148,CBA,1,4,723
23,149,CBA,1,1,1192
23,150,ABA,1,4,777
23,151,CBA,1,2,661
23,152,CBA,1,1,1082
23,153,CBA,1,5,735
23,154,ABA,1,4,883
23,155,CBA,1,1,685
23,156,ABA,1,4,1586
23,157,ABA,1,4,565
23,158,CBA,1,2,661
23,159,CBA,1,4,826
23,160,CBA,1,4,609
23,161,CBA,1,1,642
23,162,ABA,1,1,1004
23,163,CBA,1,1,1095
23,164,ABA,1,1,880
23,165,ABA,1,5,829
23,166,CBA,1,5,696
23,167,CBA,1,2,707
23,168,ABA,1,2,892
23,169,ABA,1,5,684
23,170,ABA,1,2,574
23,171,ABA,1,5,736
23,172,CBA,1,2,733
23,173,CBA,1,2,673
23,174,CBA,1,5,606
23,175,CBA,1,1,669
23,176,CBA,1,2,643
23,177,ABA,1,5,681
23,178,CBA,1,1,606
23,179,CBA,1,1,798
23,180,CBA,1,5,905
23,181,CBA,1,5,564
23,182,CBA,1,4,895
23,183,CBA,1,4,1146
23,184,ABA,1,4,788
23,185,ABA,1,2,1152
23,186,CBA,1,2,592
23,187,CBA,1,4,657
23,188,CBA,1,1,1186
23,189,ABA,1,1,611
23,190,CBA,1,2,803
23,191,ABA,1,5,1142
23,192,CBA,1,4,709
23,193,CBA,1,1,617
23,194,CBA,1,2,1134
23,195,CBA,1,4,652
23,196,CBA,1,5,596
23,197,ABA,1,2,1187
23,198,CBA,1,4,1015
23,199,CBA,1,2,683
23,200,ABA,1,5,781
23,201,CBA,1,4,657
23,202,CBA,1,5,592
23,203,ABA,1,5,1341
23,204,CBA,1,1,591
23,205,ABA,1,2,1113
23,206,ABA,1,1,765
23,207,ABA,0,1,830
23,208,ABA,1,1,716
23,209,ABA,1,4,1155
23,210,ABA,1,2,670
23,211,ABA,1,4,1132
23,212,CBA,1,4,675
23,213,ABA,1,2,889
23,214,ABA,1,4,631
23,215,CBA,1,2,645
23,216,ABA,1,2,822
23,217,ABA,1,2,738
23,218,ABA,1,5,766
23,219,ABA,1,5,867
23,220,ABA,1,2,809
23,221,ABA,1,2,1295
23,222,ABA,1,4,1048
23,223,ABA,1,1,703
23,224,ABA,1,4,696
23,225,ABA,1,4,774
23,226,ABA,1,5,676
23,227,CBA,1,2,768
23,228,CBA,1,2,1012
23,229,ABA,1,2,820
23,230,CBA,1,5,692
23,231,CBA,1,4,760
23,232,CBA,1,1,1007
23,233,CBA,1,5,841
23,234,CBA,1,5,994
23,235,ABA,1,5,646
23,236,CBA,1,1,632
23,237,ABA,1,4,680
23,238,CBA,1,1,799
23,239,ABA,1,2,660
23,240,ABA,1,2,700
23,241,CBA,1,4,892
23,242,ABA,1,4,517
23,243,ABA,1,5,1047
23,244,ABA,1,4,738
23,245,CBA,1,2,558
23,246,CBA,1,4,621
23,247,CBA,1,5,928
23,248,CBA,1,1,1277
23,249,CBA,1,2,972
23,250,ABA,1,1,765
23,251,ABA,1,2,876
23,252,ABA,1,4,638
23,253,ABA,1,4,1046
23,254,CBA,1,5,795
23,255,CBA,1,2,701
23,256,CBA,1,4,645
23,257,ABA,1,4,683
23,258,ABA,1,1,994
23,259,ABA,1,4,548
23,260,ABA,1,2,651
23,261,ABA,1,2,616
23,262,ABA,1,5,1093
23,263,ABA,1,5,695
23,264,CBA,1,5,1001
23,265,CBA,1,1,769
23,266,ABA,1,2,755
23,267,CBA,1,4,635
23,268,CBA,1,2,673
23,269,ABA,0,1,843
23,270,ABA,1,5,798
23,271,CBA,1,2,709
23,272,ABA,1,4,1303
23,273,CBA,1,1,630
23,274,CBA,1,2,684
23,275,CBA,1,1,679
23,276,CBA,1,5,1055
23,277,CBA,1,2,1650
23,278,ABA,1,1,637
23,279,CBA,1,4,1255
23,280,ABA,1,2,937
23,281,CBA,1,1,691
23,282,ABA,1,4,967
23,283,ABA,1,4,1152
23,284,ABA,1,1,604
23,285,ABA,1,1,1134
23,286,ABA,1,4,744
23,287,ABA,1,1,748
23,288,CBA,1,1,1675
23,289,ABA,1,4,654
23,290,ABA,1,4,1034
23,291,CBA,1,1,726
23,292,ABA,1,1,916
23,293,CBA,1,4,698
23,294,ABA,1,4,916
23,295,ABA,1,1,890
23,296,CBA,1,1,770
23,297,ABA,1,5,998
23,298,CBA,1,1,826
23,299,CBA,1,5,644
23,300,ABA,1,4,1044
23,301,ABA,1,2,774
23,302,CBA,1,5,872
23,303,ABA,1,5,690
23,304,CBA,1,2,690
23,305,CBA,1,2,678
23,306,CBA,1,2,687
23,307,ABA,1,1,685
